Week_Number,Week_Start,Week_End,Lookback_Start,Lookback_End,Information_Cutoff,Actual_Lookback_Days,Target_Lookback_Days,Trading_Days,Target_Trading_Days,Num_Selected_Pairs,Num_Filtered_Pairs,Pairs,Weekly_Profit_%,Transaction_Costs,Data_Coverage_%
11,2021-03-12,2021-03-18,2020-03-25,2021-03-11,2021-03-11,232,252,5,5,34,34,"['EOS-ADA', 'ADA-ZCASH', 'EOS-AAVE', 'AAVE-XMR', 'XRP-AAVE', 'BCH-DOGE', 'BCH-EOS', 'BCH-XLM', 'BCH-XRP', 'BTC-EOS', 'BTC-LTC', 'BTC-XLM', 'BTC-XRP', 'DOGE-DASH', 'EOS-DASH', 'DASH-ETC', 'EOS-DOGE', 'DOGE-ETC', 'XTZ-DOGE', 'DOGE-ZCASH', 'EOS-ZCASH', 'XLM-ETH', 'XMR-ETH', 'XRP-ETH', 'ETH-ZCASH', 'TRX-LINK', 'XRP-LINK', 'LINK-ZCASH', 'XLM-LTC', 'XRP-LTC', 'VET-ZCASH', 'XRP-XLM', 'XLM-ZCASH', 'XRP-XMR']",1.5657782554626465,0.034,92.06349206349206
12,2021-03-19,2021-03-25,2020-04-01,2021-03-18,2021-03-18,232,252,5,5,30,30,"['ADA-EOS', 'ADA-ZCASH', 'AAVE-XMR', 'AAVE-XRP', 'DOGE-BCH', 'BCH-EOS', 'XLM-BCH', 'BCH-XRP', 'BTC-EOS', 'LTC-BTC', 'XLM-BTC', 'BTC-XRP', 'DOGE-DASH', 'DASH-EOS', 'ETC-DASH', 'DOGE-EOS', 'ETC-DOGE', 'ZCASH-DOGE', 'ZCASH-EOS', 'ETH-XLM', 'ETH-XMR', 'ETH-XRP', 'ETH-ZCASH', 'LTC-XLM', 'LTC-XRP', 'LTC-ZCASH', 'MATIC-XTZ', 'ZCASH-VET', 'XLM-XRP', 'XMR-XRP']",-3.6684036254882812,0.03,92.06349206349206
13,2021-03-26,2021-04-01,2020-04-08,2021-03-25,2021-03-25,232,252,5,5,38,38,"['BCH-ADA', 'DASH-ADA', 'EOS-ADA', 'XRP-ADA', 'ZCASH-ADA', 'EOS-AAVE', 'XMR-AAVE', 'XRP-AAVE', 'BTC-BCH', 'DOGE-BCH', 'EOS-BCH', 'LTC-BCH', 'BCH-XLM', 'BTC-EOS', 'BTC-LTC', 'BTC-XLM', 'BTC-XRP', 'DASH-DOGE', 'DASH-EOS', 'ETC-DASH', 'DASH-XLM', 'DOGE-EOS', 'ETC-DOGE', 'ZCASH-DOGE', 'ZCASH-EOS', 'XLM-ETH', 'ETH-XMR', 'ETH-XRP', 'ZCASH-ETH', 'LINK-XRP', 'ZCASH-LINK', 'LTC-XLM', 'LTC-XRP', 'ZCASH-LTC', 'ZCASH-VET', 'XLM-XRP', 'ZCASH-XLM', 'XRP-XMR']",2.4261474609375,0.038,92.06349206349206
14,2021-04-02,2021-04-08,2020-04-15,2021-04-01,2021-04-01,232,252,5,5,30,27,"['ADA-DASH', 'XRP-ADA', 'ADA-ZCASH', 'AAVE-XRP', 'BTC-BCH', 'BCH-DOGE', 'BCH-XLM', 'XRP-BCH', 'BTC-LTC', 'XLM-BTC', 'XRP-BTC', 'DASH-DOGE', 'EOS-DASH', 'DASH-XLM', 'EOS-MATIC', 'EOS-ZCASH', 'ETH-XLM', 'ETH-XMR', 'XRP-ETH', 'ETH-ZCASH', 'XRP-LINK', 'XLM-LTC', 'XRP-LTC', 'MATIC-ZCASH', 'VET-ZCASH', 'XRP-XLM', 'XRP-XMR']",6.900930404663086,0.027,92.06349206349206
15,2021-04-09,2021-04-15,2020-04-22,2021-04-08,2021-04-08,232,252,5,5,20,20,"['ADA-BCH', 'ADA-DASH', 'ADA-ZCASH', 'BCH-BTC', 'DOGE-BCH', 'XLM-BCH', 'LTC-BTC', 'XLM-BTC', 'DOGE-DASH', 'DASH-EOS', 'MATIC-DASH', 'DOGE-ZCASH', 'ZCASH-EOS', 'ETC-MATIC', 'XLM-ETH', 'ETH-XMR', 'LTC-XLM', 'MATIC-ZCASH', 'ZCASH-VET', 'XRP-XMR']",10.140156745910645,0.02,92.06349206349206
16,2021-04-16,2021-04-22,2020-04-29,2021-04-15,2021-04-15,232,252,4,5,16,16,"['ADA-DASH', 'ADA-ZCASH', 'BCH-DOGE', 'BCH-XLM', 'BTC-LTC', 'XLM-BTC', 'DOGE-DASH', 'DASH-MATIC', 'ZCASH-DOGE', 'FIL-EOS', 'EOS-ZCASH', 'ETH-XLM', 'XRP-FIL', 'LTC-XLM', 'VET-ZCASH', 'XMR-XRP']",1.0370850563049316,0.016,92.06349206349206
17,2021-04-23,2021-04-29,2020-05-06,2021-04-22,2021-04-22,231,252,5,5,24,24,"['BCH-ADA', 'ADA-DASH', 'ZCASH-ADA', 'XRP-AAVE', 'DOGE-BCH', 'BCH-XRP', 'LTC-BTC', 'XLM-BTC', 'XRP-BTC', 'DOGE-DASH', 'EOS-DASH', 'MATIC-DASH', 'DOGE-EOS', 'DOGE-ZCASH', 'EOS-FIL', 'EOS-ZCASH', 'ETH-XLM', 'XRP-ETH', 'XRP-FIL', 'LTC-XLM', 'LTC-XRP', 'TRX-ZCASH', 'VET-ZCASH', 'XRP-XMR']",3.0189156532287598,0.024,91.66666666666666
18,2021-04-30,2021-05-06,2020-05-13,2021-04-29,2021-04-29,231,252,2,5,23,23,"['BCH-ADA', 'DASH-ADA', 'ZCASH-ADA', 'BCH-DOGE', 'BTC-LTC', 'BTC-XLM', 'DOGE-DASH', 'DASH-EOS', 'EOS-DOGE', 'VET-DOGE', 'ZCASH-DOGE', 'FIL-EOS', 'ZCASH-EOS', 'FIL-ETC', 'VET-ETC', 'XLM-ETH', 'FIL-XRP', 'LTC-XLM', 'VET-MATIC', 'ZCASH-MATIC', 'VET-TRX', 'ZCASH-TRX', 'ZCASH-VET']",-8.33139419555664,0.023,91.66666666666666
19,2021-05-07,2021-05-13,2020-05-20,2021-05-06,2021-05-06,228,252,5,5,22,21,"['ADA-DASH', 'ADA-ZCASH', 'BCH-DOGE', 'BTC-XLM', 'DASH-DOGE', 'EOS-DASH', 'MATIC-DASH', 'VET-DASH', 'ZCASH-DASH', 'EOS-DOGE', 'VET-DOGE', 'ZCASH-DOGE', 'FIL-EOS', 'TRX-EOS', 'VET-EOS', 'EOS-ZCASH', 'FIL-XRP', 'XLM-LTC', 'VET-MATIC', 'ZCASH-MATIC', 'VET-ZCASH']",,0.02,90.47619047619048
20,2021-05-14,2021-05-20,2020-05-27,2021-05-13,2021-05-13,223,252,2,5,22,21,"['ADA-DASH', 'ADA-ZCASH', 'BCH-DOGE', 'BTC-XLM', 'DASH-DOGE', 'EOS-DASH', 'MATIC-DASH', 'VET-DASH', 'ZCASH-DASH', 'EOS-DOGE', 'VET-DOGE', 'ZCASH-DOGE', 'FIL-EOS', 'TRX-EOS', 'VET-EOS', 'EOS-ZCASH', 'FIL-XRP', 'XLM-LTC', 'VET-MATIC', 'ZCASH-MATIC', 'VET-ZCASH']",1.3204216957092285,0.021,88.4920634920635
21,2021-05-21,2021-05-27,2020-06-03,2021-05-20,2021-05-20,220,252,5,5,17,17,"['ADA-DASH', 'ADA-DOGE', 'ADA-ZCASH', 'DOGE-BCH', 'DASH-VET', 'DASH-ZCASH', 'DOGE-EOS', 'DOGE-VET', 'DOGE-ZCASH', 'FIL-EOS', 'VET-EOS', 'ZCASH-EOS', 'ETH-XLM', 'LTC-XLM', 'MATIC-VET', 'MATIC-ZCASH', 'VET-ZCASH']",-0.5089044570922852,0.017,87.3015873015873
22,2021-05-28,2021-06-03,2020-06-10,2021-05-27,2021-05-27,220,252,5,5,17,17,"['ADA-BCH', 'ADA-DASH', 'DOGE-ADA', 'ZCASH-ADA', 'DOGE-BCH', 'XLM-BTC', 'ZCASH-DASH', 'DOGE-EOS', 'DOGE-ZCASH', 'VET-EOS', 'ZCASH-EOS', 'ETC-FIL', 'XLM-ETH', 'XLM-LTC', 'MATIC-TRX', 'MATIC-VET', 'ZCASH-VET']",-0.8941531181335449,0.017,87.3015873015873
23,2021-06-04,2021-06-10,2020-06-17,2021-06-03,2021-06-03,220,252,5,5,15,14,"['DASH-ADA', 'ZCASH-ADA', 'BCH-LINK', 'DASH-LINK', 'DASH-ZCASH', 'DOGE-EOS', 'DOGE-VET', 'DOGE-ZCASH', 'EOS-FIL', 'EOS-VET', 'ZCASH-EOS', 'ETH-XLM', 'LTC-XLM', 'ZCASH-VET']",1.0512590408325195,0.014,87.3015873015873
24,2021-06-11,2021-06-17,2020-06-24,2021-06-10,2021-06-10,220,252,5,5,16,16,"['ADA-DASH', 'ADA-ZCASH', 'XLM-BTC', 'LINK-DASH', 'XLM-DASH', 'ZCASH-DASH', 'DOGE-EOS', 'MATIC-DOGE', 'FIL-EOS', 'TRX-EOS', 'VET-EOS', 'EOS-ZCASH', 'FIL-XRP', 'LINK-ZCASH', 'XLM-LTC', 'VET-ZCASH']",0.37282705307006836,0.016,87.3015873015873
25,2021-06-18,2021-06-24,2020-07-01,2021-06-17,2021-06-17,220,252,5,5,20,20,"['DASH-ADA', 'ADA-LINK', 'ADA-ZCASH', 'BCH-LINK', 'BTC-LINK', 'BTC-XLM', 'DASH-LINK', 'DASH-XLM', 'DOGE-EOS', 'DOGE-LINK', 'DOGE-MATIC', 'DOGE-ZCASH', 'FIL-EOS', 'EOS-ZCASH', 'ETH-LINK', 'FIL-TRX', 'FIL-XRP', 'LINK-ZCASH', 'XLM-LTC', 'VET-ZCASH']",1.4769673347473145,0.02,87.3015873015873
26,2021-06-25,2021-07-01,2020-07-08,2021-06-24,2021-06-24,220,252,5,5,12,12,"['LINK-BCH', 'XLM-BTC', 'LINK-DASH', 'ZCASH-DASH', 'MATIC-DOGE', 'XMR-DOGE', 'FIL-EOS', 'ZCASH-EOS', 'ETH-XMR', 'FIL-XRP', 'LTC-XLM', 'ZCASH-VET']",1.0578513145446777,0.012,87.3015873015873
27,2021-07-02,2021-07-08,2020-07-15,2021-07-01,2021-07-01,220,252,5,5,9,7,"['ADA-ETH', 'XLM-BTC', 'LINK-DASH', 'MATIC-DOGE', 'TRX-FIL', 'XRP-FIL', 'VET-ZCASH']",0.20481348037719727,0.007,87.3015873015873
28,2021-07-09,2021-07-15,2020-07-22,2021-07-08,2021-07-08,220,252,5,5,12,10,"['ETH-ADA', 'XLM-BTC', 'MATIC-DOGE', 'EOS-FIL', 'ZCASH-EOS', 'TRX-FIL', 'FIL-XRP', 'ZCASH-LINK', 'LTC-XLM', 'VET-TRX']",0.1142740249633789,0.01,87.3015873015873
29,2021-07-16,2021-07-22,2020-07-29,2021-07-15,2021-07-15,220,252,5,5,16,10,"['LINK-BCH', 'XMR-BCH', 'LINK-DASH', 'DOGE-MATIC', 'FIL-EOS', 'LINK-EOS', 'TRX-EOS', 'ZCASH-EOS', 'XRP-FIL', 'VET-TRX']",0.5274057388305664,0.01,87.3015873015873
30,2021-07-23,2021-07-29,2020-08-05,2021-07-22,2021-07-22,220,252,5,5,18,18,"['BCH-LINK', 'XMR-BCH', 'ZCASH-BCH', 'BTC-XLM', 'DASH-LINK', 'DASH-XLM', 'ZCASH-DASH', 'MATIC-DOGE', 'FIL-EOS', 'EOS-TRX', 'ZCASH-EOS', 'FIL-TRX', 'FIL-XRP', 'XTZ-LINK', 'ZCASH-LINK', 'LTC-XLM', 'ZCASH-TRX', 'VET-ZCASH']",-0.27364492416381836,0.018000000000000002,87.3015873015873
31,2021-07-30,2021-08-05,2020-08-12,2021-07-29,2021-07-29,220,252,5,5,19,16,"['XMR-BCH', 'BTC-XLM', 'DASH-LINK', 'XLM-DASH', 'DASH-XTZ', 'ZCASH-DASH', 'FIL-EOS', 'EOS-TRX', 'EOS-XTZ', 'EOS-ZCASH', 'LINK-XLM', 'LINK-XTZ', 'LINK-ZCASH', 'LTC-XLM', 'TRX-XTZ', 'ZCASH-TRX']",-0.38701295852661133,0.016,87.3015873015873
32,2021-08-06,2021-08-12,2020-08-19,2021-08-05,2021-08-05,220,252,5,5,20,20,"['XMR-BCH', 'XLM-BTC', 'LINK-DASH', 'XLM-DASH', 'XTZ-DASH', 'ZCASH-DASH', 'DOGE-MATIC', 'FIL-EOS', 'TRX-EOS', 'XMR-EOS', 'ZCASH-EOS', 'XMR-ETH', 'FIL-TRX', 'XRP-FIL', 'LINK-LTC', 'LINK-XLM', 'LINK-ZCASH', 'XLM-LTC', 'TRX-VET', 'ZCASH-XTZ']",-0.3665924072265625,0.02,87.3015873015873
33,2021-08-13,2021-08-19,2020-08-26,2021-08-12,2021-08-12,220,252,5,5,19,18,"['XMR-BCH', 'XLM-DASH', 'XTZ-DASH', 'DOGE-MATIC', 'XMR-DOGE', 'FIL-EOS', 'EOS-TRX', 'XMR-EOS', 'ZCASH-EOS', 'FIL-TRX', 'FIL-XRP', 'LTC-LINK', 'LINK-XLM', 'LINK-XTZ', 'LINK-ZCASH', 'LTC-XLM', 'ZCASH-TRX', 'XMR-VET']",-2.290618419647217,0.018000000000000002,87.3015873015873
34,2021-08-20,2021-08-26,2020-09-02,2021-08-19,2021-08-19,220,252,5,5,23,21,"['ADA-XMR', 'XMR-BCH', 'DASH-EOS', 'DASH-LINK', 'DASH-LTC', 'DASH-XLM', 'DASH-XTZ', 'DASH-ZCASH', 'DOGE-MATIC', 'DOGE-XMR', 'FIL-EOS', 'EOS-TRX', 'XMR-EOS', 'EOS-ZCASH', 'LINK-XLM', 'LINK-XTZ', 'LINK-ZCASH', 'LTC-XLM', 'XMR-TRX', 'VET-XMR', 'XMR-ZCASH']",0.2056598663330078,0.021,87.3015873015873
35,2021-08-27,2021-09-02,2020-09-09,2021-08-26,2021-08-26,220,252,5,5,24,21,"['XMR-BCH', 'XLM-BTC', 'EOS-DASH', 'LINK-DASH', 'LTC-DASH', 'XLM-DASH', 'DASH-XTZ', 'ZCASH-DASH', 'EOS-FIL', 'EOS-TRX', 'XMR-EOS', 'EOS-ZCASH', 'XMR-ETH', 'LINK-LTC', 'XLM-LINK', 'LINK-ZCASH', 'XLM-LTC', 'XMR-TRX', 'ZCASH-TRX', 'XMR-VET', 'ZCASH-XTZ']",-1.3593733310699463,0.021,87.3015873015873
36,2021-09-03,2021-09-09,2020-09-16,2021-09-02,2021-09-02,220,252,5,5,23,23,"['XMR-ADA', 'XMR-BCH', 'BTC-XLM', 'EOS-DASH', 'DASH-LINK', 'DASH-XLM', 'XTZ-DASH', 'ZCASH-DASH', 'MATIC-DOGE', 'XMR-DOGE', 'FIL-EOS', 'EOS-TRX', 'EOS-XMR', 'EOS-ZCASH', 'ETH-XMR', 'LINK-LTC', 'LINK-XLM', 'XTZ-LINK', 'ZCASH-LINK', 'LTC-XLM', 'XMR-TRX', 'XMR-VET', 'XTZ-ZCASH']",1.6504883766174316,0.023,87.3015873015873
37,2021-09-10,2021-09-16,2020-09-23,2021-09-09,2021-09-09,220,252,5,5,26,25,"['XMR-ADA', 'AAVE-XLM', 'BCH-XMR', 'BTC-LTC', 'BTC-XLM', 'DASH-LINK', 'DASH-XLM', 'DOGE-ETH', 'MATIC-DOGE', 'XMR-DOGE', 'EOS-FIL', 'EOS-TRX', 'EOS-XMR', 'EOS-ZCASH', 'XMR-ETH', 'XRP-FIL', 'LINK-LTC', 'XLM-LINK', 'LINK-XTZ', 'LINK-ZCASH', 'LTC-XLM', 'XMR-MATIC', 'TRX-VET', 'TRX-XMR', 'VET-XMR']",1.025080680847168,0.025,87.3015873015873
38,2021-09-17,2021-09-23,2020-09-30,2021-09-16,2021-09-16,220,252,5,5,24,24,"['AAVE-ADA', 'XMR-ADA', 'BCH-AAVE', 'AAVE-BTC', 'LINK-AAVE', 'AAVE-LTC', 'AAVE-ZCASH', 'XMR-BCH', 'XLM-BTC', 'LINK-DASH', 'LTC-DASH', 'XLM-DASH', 'DOGE-MATIC', 'XMR-DOGE', 'EOS-FIL', 'XMR-EOS', 'EOS-ZCASH', 'XRP-FIL', 'LTC-LINK', 'XLM-LINK', 'ZCASH-LINK', 'XLM-LTC', 'XMR-TRX', 'XMR-VET']",-0.0038564205169677734,0.024,87.3015873015873
39,2021-09-24,2021-09-30,2020-10-07,2021-09-23,2021-09-23,220,252,5,5,37,37,"['ETH-ADA', 'BCH-AAVE', 'AAVE-DASH', 'DOGE-AAVE', 'EOS-AAVE', 'ETC-AAVE', 'AAVE-ETH', 'FIL-AAVE', 'LTC-AAVE', 'MATIC-AAVE', 'AAVE-XLM', 'XMR-AAVE', 'AAVE-XTZ', 'ZCASH-AAVE', 'BCH-XMR', 'BCH-ZCASH', 'LTC-BTC', 'XLM-BTC', 'EOS-DASH', 'LINK-DASH', 'LTC-DASH', 'XLM-DASH', 'DOGE-ETH', 'MATIC-DOGE', 'DOGE-XMR', 'FIL-EOS', 'EOS-LTC', 'XMR-EOS', 'ZCASH-EOS', 'FIL-LTC', 'LTC-LINK', 'LINK-XLM', 'ZCASH-LINK', 'LTC-XLM', 'ZCASH-LTC', 'TRX-XMR', 'XMR-VET']",-0.424724817276001,0.037,87.3015873015873
40,2021-10-01,2021-10-07,2020-10-14,2021-09-30,2021-09-30,224,252,5,5,23,23,"['ADA-XMR', 'XRP-ADA', 'BCH-AAVE', 'AAVE-BTC', 'LINK-AAVE', 'XLM-AAVE', 'BCH-XMR', 'XLM-BTC', 'LINK-DASH', 'XLM-DASH', 'DOGE-ETH', 'MATIC-DOGE', 'DOGE-XMR', 'FIL-EOS', 'EOS-XMR', 'ZCASH-EOS', 'FIL-XMR', 'LINK-LTC', 'XLM-LINK', 'ZCASH-LINK', 'XLM-LTC', 'TRX-XMR', 'VET-XMR']",0.05702972412109375,0.023,88.88888888888889
41,2021-10-08,2021-10-14,2020-10-21,2021-10-07,2021-10-07,229,252,5,5,24,24,"['ADA-ETH', 'ADA-XMR', 'XRP-ADA', 'AAVE-BCH', 'AAVE-BTC', 'AAVE-DASH', 'LINK-AAVE', 'AAVE-XLM', 'XMR-BCH', 'DASH-LINK', 'XLM-DASH', 'MATIC-DOGE', 'DOGE-XMR', 'EOS-FIL', 'EOS-XMR', 'EOS-ZCASH', 'XMR-ETH', 'XMR-FIL', 'LINK-LTC', 'XLM-LINK', 'ZCASH-LINK', 'XLM-LTC', 'XMR-TRX', 'XMR-VET']",-0.16559362411499023,0.024,90.87301587301587
42,2021-10-15,2021-10-21,2020-10-28,2021-10-14,2021-10-14,234,252,5,5,29,29,"['XMR-ADA', 'ADA-XRP', 'AAVE-BCH', 'BTC-AAVE', 'AAVE-DASH', 'AAVE-LINK', 'XLM-AAVE', 'AAVE-ZCASH', 'XLM-BCH', 'XMR-BCH', 'EOS-DASH', 'LINK-DASH', 'XLM-DASH', 'DOGE-MATIC', 'XMR-DOGE', 'EOS-FIL', 'XMR-EOS', 'EOS-ZCASH', 'XRP-ETC', 'XMR-ETH', 'XMR-FIL', 'FIL-ZCASH', 'LTC-LINK', 'XLM-LINK', 'ZCASH-LINK', 'XLM-LTC', 'XMR-MATIC', 'XMR-TRX', 'XMR-VET']",-0.7845282554626465,0.029,92.85714285714286
