Week_Number,Week_Start,Week_End,Lookback_Start,Lookback_End,Information_Cutoff,Actual_Lookback_Days,Target_Lookback_Days,Trading_Days,Target_Trading_Days,Num_Selected_Pairs,Num_Filtered_Pairs,Pairs,Weekly_Profit_%,Transaction_Costs,Data_Coverage_%
1,2021-01-01,2021-01-07,2020-01-15,2020-12-31,2020-12-31,232,252,5,5,0,0,[],0.0,0.0,92.06349206349206
2,2021-01-08,2021-01-14,2020-01-22,2021-01-07,2021-01-07,232,252,5,5,0,0,[],0.0,0.0,92.06349206349206
3,2021-01-15,2021-01-21,2020-01-29,2021-01-14,2021-01-14,232,252,5,5,0,0,[],0.0,0.0,92.06349206349206
4,2021-01-22,2021-01-28,2020-02-05,2021-01-21,2021-01-21,232,252,5,5,0,0,[],0.0,0.0,92.06349206349206
5,2021-01-29,2021-02-04,2020-02-12,2021-01-28,2021-01-28,232,252,5,5,0,0,[],0.0,0.0,92.06349206349206
6,2021-02-05,2021-02-11,2020-02-19,2021-02-04,2021-02-04,232,252,5,5,0,0,[],0.0,0.0,92.06349206349206
7,2021-02-12,2021-02-18,2020-02-26,2021-02-11,2021-02-11,232,252,5,5,0,0,[],0.0,0.0,92.06349206349206
8,2021-02-19,2021-02-25,2020-03-04,2021-02-18,2021-02-18,232,252,5,5,0,0,[],0.0,0.0,92.06349206349206
9,2021-02-26,2021-03-04,2020-03-11,2021-02-25,2021-02-25,232,252,5,5,0,0,[],0.0,0.0,92.06349206349206
10,2021-03-05,2021-03-11,2020-03-18,2021-03-04,2021-03-04,232,252,5,5,0,0,[],0.0,0.0,92.06349206349206
11,2021-03-12,2021-03-18,2020-03-25,2021-03-11,2021-03-11,232,252,5,5,0,0,[],0.0,0.0,92.06349206349206
12,2021-03-19,2021-03-25,2020-04-01,2021-03-18,2021-03-18,232,252,5,5,0,0,[],0.0,0.0,92.06349206349206
13,2021-03-26,2021-04-01,2020-04-08,2021-03-25,2021-03-25,232,252,5,5,0,0,[],0.0,0.0,92.06349206349206
14,2021-04-02,2021-04-08,2020-04-15,2021-04-01,2021-04-01,232,252,5,5,0,0,[],0.0,0.0,92.06349206349206
15,2021-04-09,2021-04-15,2020-04-22,2021-04-08,2021-04-08,232,252,5,5,0,0,[],0.0,0.0,92.06349206349206
16,2021-04-16,2021-04-22,2020-04-29,2021-04-15,2021-04-15,232,252,4,5,0,0,[],0.0,0.0,92.06349206349206
17,2021-04-23,2021-04-29,2020-05-06,2021-04-22,2021-04-22,231,252,5,5,0,0,[],0.0,0.0,91.66666666666666
18,2021-04-30,2021-05-06,2020-05-13,2021-04-29,2021-04-29,231,252,2,5,0,0,[],0.0,0.0,91.66666666666666
19,2021-05-07,2021-05-13,2020-05-20,2021-05-06,2021-05-06,228,252,5,5,0,0,[],0.0,0.0,90.47619047619048
20,2021-05-14,2021-05-20,2020-05-27,2021-05-13,2021-05-13,223,252,2,5,0,0,[],0.0,0.0,88.4920634920635
21,2021-05-21,2021-05-27,2020-06-03,2021-05-20,2021-05-20,220,252,5,5,0,0,[],0.0,0.0,87.3015873015873
22,2021-05-28,2021-06-03,2020-06-10,2021-05-27,2021-05-27,220,252,5,5,0,0,[],0.0,0.0,87.3015873015873
23,2021-06-04,2021-06-10,2020-06-17,2021-06-03,2021-06-03,220,252,5,5,0,0,[],0.0,0.0,87.3015873015873
24,2021-06-11,2021-06-17,2020-06-24,2021-06-10,2021-06-10,220,252,5,5,0,0,[],0.0,0.0,87.3015873015873
25,2021-06-18,2021-06-24,2020-07-01,2021-06-17,2021-06-17,220,252,5,5,0,0,[],0.0,0.0,87.3015873015873
26,2021-06-25,2021-07-01,2020-07-08,2021-06-24,2021-06-24,220,252,5,5,0,0,[],0.0,0.0,87.3015873015873
27,2021-07-02,2021-07-08,2020-07-15,2021-07-01,2021-07-01,220,252,5,5,0,0,[],0.0,0.0,87.3015873015873
28,2021-07-09,2021-07-15,2020-07-22,2021-07-08,2021-07-08,220,252,5,5,0,0,[],0.0,0.0,87.3015873015873
29,2021-07-16,2021-07-22,2020-07-29,2021-07-15,2021-07-15,220,252,5,5,0,0,[],0.0,0.0,87.3015873015873
30,2021-07-23,2021-07-29,2020-08-05,2021-07-22,2021-07-22,220,252,5,5,0,0,[],0.0,0.0,87.3015873015873
31,2021-07-30,2021-08-05,2020-08-12,2021-07-29,2021-07-29,220,252,5,5,0,0,[],0.0,0.0,87.3015873015873
32,2021-08-06,2021-08-12,2020-08-19,2021-08-05,2021-08-05,220,252,5,5,0,0,[],0.0,0.0,87.3015873015873
33,2021-08-13,2021-08-19,2020-08-26,2021-08-12,2021-08-12,220,252,5,5,0,0,[],0.0,0.0,87.3015873015873
34,2021-08-20,2021-08-26,2020-09-02,2021-08-19,2021-08-19,220,252,5,5,0,0,[],0.0,0.0,87.3015873015873
35,2021-08-27,2021-09-02,2020-09-09,2021-08-26,2021-08-26,220,252,5,5,0,0,[],0.0,0.0,87.3015873015873
36,2021-09-03,2021-09-09,2020-09-16,2021-09-02,2021-09-02,220,252,5,5,0,0,[],0.0,0.0,87.3015873015873
37,2021-09-10,2021-09-16,2020-09-23,2021-09-09,2021-09-09,220,252,5,5,0,0,[],0.0,0.0,87.3015873015873
38,2021-09-17,2021-09-23,2020-09-30,2021-09-16,2021-09-16,220,252,5,5,0,0,[],0.0,0.0,87.3015873015873
39,2021-09-24,2021-09-30,2020-10-07,2021-09-23,2021-09-23,220,252,5,5,0,0,[],0.0,0.0,87.3015873015873
40,2021-10-01,2021-10-07,2020-10-14,2021-09-30,2021-09-30,224,252,5,5,0,0,[],0.0,0.0,88.88888888888889
41,2021-10-08,2021-10-14,2020-10-21,2021-10-07,2021-10-07,229,252,5,5,0,0,[],0.0,0.0,90.87301587301587
42,2021-10-15,2021-10-21,2020-10-28,2021-10-14,2021-10-14,234,252,5,5,0,0,[],0.0,0.0,92.85714285714286
43,2021-10-22,2021-10-28,2020-11-04,2021-10-21,2021-10-21,239,252,5,5,0,0,[],0.0,0.0,94.84126984126983
