Week_Number,Week_Start,Week_End,Lookback_Start,Lookback_End,Information_Cutoff,Actual_Lookback_Days,Target_Lookback_Days,Trading_Days,Target_Trading_Days,Num_Selected_Pairs,Num_Filtered_Pairs,Pairs,Weekly_Profit_%,Transaction_Costs,Data_Coverage_%
43,2023-10-23,2023-10-27,2022-11-03,2023-10-20,2023-10-20,252,252,5,5,51,45,"['ADA-XMR', 'AAVE-LINK', 'LTC-AAVE', 'DOGE-BCH', 'ETC-BCH', 'LINK-BCH', 'XLM-BCH', 'XMR-BCH', 'BTC-LINK', 'XMR-BTC', 'DASH-DOGE', 'DASH-EOS', 'DASH-ETC', 'DASH-LINK', 'DASH-MATIC', 'DASH-VET', 'DASH-XMR', 'DASH-ZCASH', 'DOGE-ETC', 'DOGE-MATIC', 'DOGE-TRX', 'DOGE-XMR', 'ZCASH-DOGE', 'EOS-ETC', 'EOS-LINK', 'EOS-MATIC', 'EOS-XMR', 'LTC-ETC', 'ETC-XMR', 'ETH-LINK', 'FIL-LINK', 'FIL-LTC', 'FIL-VET', 'FIL-XMR', 'LTC-XMR', 'XTZ-LTC', 'MATIC-XMR', 'XTZ-MATIC', 'TRX-XMR', 'TRX-ZCASH', 'VET-XMR', 'XTZ-VET', 'XLM-XMR', 'ZCASH-XLM', 'XRP-ZCASH']",0.048041343688964844,0.045,100.0
44,2023-10-30,2023-11-03,2022-11-10,2023-10-27,2023-10-27,252,252,5,5,32,31,"['LTC-ADA', 'ADA-XMR', 'AAVE-XMR', 'DOGE-BCH', 'BCH-XLM', 'BCH-XMR', 'XRP-BCH', 'DASH-EOS', 'ETC-DASH', 'MATIC-DASH', 'VET-DASH', 'DASH-XMR', 'XTZ-DASH', 'DOGE-XMR', 'ZCASH-DOGE', 'ETC-EOS', 'MATIC-EOS', 'EOS-XMR', 'XTZ-EOS', 'LTC-ETC', 'ETC-XMR', 'LTC-FIL', 'VET-FIL', 'FIL-XMR', 'XTZ-LTC', 'MATIC-XMR', 'XTZ-MATIC', 'TRX-XMR', 'ZCASH-TRX', 'VET-XMR', 'XLM-XMR']",0.6241559982299805,0.031,100.0
45,2023-11-06,2023-11-10,2022-11-17,2023-11-03,2023-11-03,252,252,5,5,29,26,"['LTC-ADA', 'XMR-ADA', 'XMR-AAVE', 'BCH-XLM', 'BCH-XRP', 'DOGE-DASH', 'DASH-EOS', 'DASH-MATIC', 'XMR-DASH', 'ETC-DOGE', 'XMR-DOGE', 'ZCASH-DOGE', 'ETC-EOS', 'LTC-EOS', 'EOS-MATIC', 'XMR-EOS', 'XTZ-EOS', 'FIL-LTC', 'FIL-VET', 'XMR-FIL', 'XMR-LINK', 'XMR-MATIC', 'XTZ-MATIC', 'XMR-TRX', 'ZCASH-TRX', 'XMR-XLM']",-0.4251539707183838,0.026000000000000002,100.0
46,2023-11-13,2023-11-17,2022-11-24,2023-11-10,2023-11-10,252,252,5,5,16,16,"['AAVE-XMR', 'XLM-BCH', 'XRP-BCH', 'EOS-DASH', 'DASH-MATIC', 'DASH-XMR', 'DASH-XTZ', 'DOGE-XMR', 'DOGE-ZCASH', 'EOS-MATIC', 'EOS-XMR', 'ETC-XMR', 'FIL-VET', 'MATIC-XMR', 'MATIC-XTZ', 'XMR-TRX']",0.30008554458618164,0.016,100.0
47,2023-11-20,2023-11-24,2022-12-01,2023-11-17,2023-11-17,252,252,5,5,20,19,"['ADA-DOGE', 'AAVE-DOGE', 'BCH-DOGE', 'BCH-XLM', 'XRP-BCH', 'DASH-DOGE', 'DASH-EOS', 'DASH-XMR', 'DASH-XTZ', 'ETC-DOGE', 'DOGE-MATIC', 'DOGE-XMR', 'EOS-XMR', 'ZCASH-ETC', 'FIL-VET', 'FIL-XMR', 'MATIC-XMR', 'MATIC-XTZ', 'TRX-XMR']",-0.5218148231506348,0.019,100.0
48,2023-11-27,2023-12-01,2022-12-08,2023-11-24,2023-11-24,252,252,5,5,20,20,"['ADA-DOGE', 'AAVE-XMR', 'BCH-DOGE', 'XLM-BCH', 'BCH-XRP', 'DASH-DOGE', 'EOS-DASH', 'DASH-XMR', 'XTZ-DASH', 'ETC-DOGE', 'VET-DOGE', 'XTZ-DOGE', 'DOGE-ZCASH', 'MATIC-EOS', 'EOS-XMR', 'VET-FIL', 'LINK-XMR', 'MATIC-XMR', 'MATIC-XTZ', 'TRX-XMR']",-0.08414387702941895,0.02,100.0
49,2023-12-04,2023-12-08,2022-12-15,2023-12-01,2023-12-01,252,252,5,5,26,24,"['ADA-DOGE', 'DOGE-AAVE', 'XMR-AAVE', 'BCH-XLM', 'BCH-XRP', 'DASH-EOS', 'DASH-ETC', 'DASH-FIL', 'XMR-DASH', 'DOGE-ETC', 'DOGE-MATIC', 'DOGE-VET', 'DOGE-XMR', 'ETC-EOS', 'EOS-FIL', 'XTZ-EOS', 'ETC-FIL', 'ETC-MATIC', 'ETC-ZCASH', 'FIL-VET', 'LINK-XMR', 'XMR-MATIC', 'XTZ-MATIC', 'TRX-XMR']",0.07916688919067383,0.024,100.0
50,2023-12-11,2023-12-15,2022-12-22,2023-12-08,2023-12-08,252,252,5,5,16,13,"['DOGE-ADA', 'AAVE-XMR', 'BCH-XLM', 'BCH-XRP', 'DASH-XTZ', 'ETC-DOGE', 'VET-DOGE', 'EOS-FIL', 'EOS-XTZ', 'ETC-FIL', 'FIL-MATIC', 'LINK-XMR', 'XTZ-MATIC']",-0.05563497543334961,0.013000000000000001,100.0
51,2023-12-18,2023-12-22,2022-12-29,2023-12-15,2023-12-15,252,252,5,5,21,21,"['DOGE-ADA', 'ETH-ADA', 'AAVE-XMR', 'BCH-XLM', 'BCH-XRP', 'EOS-DASH', 'DASH-FIL', 'DASH-XLM', 'DASH-XTZ', 'ETC-DOGE', 'DOGE-VET', 'XMR-DOGE', 'EOS-ETC', 'EOS-FIL', 'EOS-MATIC', 'EOS-XTZ', 'ETC-FIL', 'MATIC-ETC', 'MATIC-FIL', 'XMR-LINK', 'MATIC-XTZ']",-0.051718950271606445,0.021,100.0
52,2023-12-25,2023-12-29,2023-01-05,2023-12-22,2023-12-22,252,252,5,5,17,16,"['ADA-DOGE', 'ADA-ETH', 'AAVE-XMR', 'XLM-BCH', 'XRP-BCH', 'EOS-DASH', 'XLM-DASH', 'DOGE-ETC', 'EOS-MATIC', 'FIL-ETC', 'FIL-MATIC', 'FIL-XTZ', 'FIL-ZCASH', 'LINK-XMR', 'ZCASH-MATIC', 'ZCASH-XTZ']",-1.3544917106628418,0.016,100.0
