Week_Number,Week_Start,Week_End,Lookback_Start,Lookback_End,Information_Cutoff,Actual_Lookback_Days,Target_Lookback_Days,Trading_Days,Target_Trading_Days,Num_Selected_Pairs,Num_Filtered_Pairs,Pairs,Weekly_Profit_%,Transaction_Costs,Data_Coverage_%
27,2023-07-03,2023-07-07,2022-07-14,2023-06-30,2023-06-30,252,252,5,5,38,23,"['ADA-XMR', 'AAVE-BCH', 'EOS-AAVE', 'ETC-AAVE', 'ETH-AAVE', 'LINK-AAVE', 'XMR-AAVE', 'DOGE-BCH', 'EOS-BCH', 'ETH-BCH', 'TRX-BCH', 'XMR-BCH', 'XRP-BCH', 'BTC-XMR', 'DASH-XLM', 'XRP-DASH', 'DOGE-ZCASH', 'ETC-XLM', 'ETH-ZCASH', 'XTZ-LTC', 'TRX-XLM', 'XRP-VET', 'XMR-XLM']",0.43789148330688477,0.023,100.0
28,2023-07-10,2023-07-14,2022-07-21,2023-07-07,2023-07-07,252,252,5,5,31,11,"['BCH-AAVE', 'EOS-AAVE', 'ETC-AAVE', 'ETH-AAVE', 'LTC-AAVE', 'XLM-AAVE', 'XMR-AAVE', 'BCH-BTC', 'ZCASH-DOGE', 'LTC-XTZ', 'XLM-XMR']",-1.389169692993164,0.011,100.0
29,2023-07-17,2023-07-21,2022-07-28,2023-07-14,2023-07-14,252,252,5,5,25,14,"['ETH-ADA', 'XMR-ADA', 'LTC-AAVE', 'AAVE-XLM', 'XMR-AAVE', 'BCH-DOGE', 'BCH-EOS', 'EOS-XLM', 'XMR-EOS', 'ETH-LINK', 'XMR-LINK', 'MATIC-XLM', 'TRX-XLM', 'XTZ-XRP']",-4.918241500854492,0.014,100.0
30,2023-07-24,2023-07-28,2022-08-04,2023-07-21,2023-07-21,252,252,5,5,23,8,"['AAVE-LINK', 'BCH-DOGE', 'BCH-EOS', 'EOS-XLM', 'ETH-LINK', 'XMR-LINK', 'MATIC-XLM', 'TRX-XLM']",-2.1065235137939453,0.008,100.0
31,2023-07-31,2023-08-04,2022-08-11,2023-07-28,2023-07-28,252,252,5,5,19,1,['XRP-XMR'],-3.7923216819763184,0.001,100.0
32,2023-08-07,2023-08-11,2022-08-18,2023-08-04,2023-08-04,252,252,5,5,16,2,"['AAVE-ETH', 'XRP-VET']",-0.14417767524719238,0.002,100.0
33,2023-08-14,2023-08-18,2022-08-25,2023-08-11,2023-08-11,252,252,5,5,15,0,[],0.0,0.0,100.0
34,2023-08-21,2023-08-25,2022-09-01,2023-08-18,2023-08-18,252,252,5,5,15,4,"['LTC-ETH', 'XRP-ETH', 'XRP-FIL', 'XRP-VET']",0.565803050994873,0.004,100.0
35,2023-08-28,2023-09-01,2022-09-08,2023-08-25,2023-08-25,252,252,5,5,16,0,[],0.0,0.0,100.0
36,2023-09-04,2023-09-08,2022-09-15,2023-09-01,2023-09-01,252,252,5,5,14,0,[],0.0,0.0,100.0
37,2023-09-11,2023-09-15,2022-09-22,2023-09-08,2023-09-08,252,252,5,5,10,1,['ETH-XLM'],5.995273590087891,0.001,100.0
38,2023-09-18,2023-09-22,2022-09-29,2023-09-15,2023-09-15,252,252,5,5,12,1,['ETH-VET'],-0.5643606185913086,0.001,100.0
39,2023-09-25,2023-09-29,2022-10-06,2023-09-22,2023-09-22,252,252,5,5,13,1,['ETH-AAVE'],-0.8188426494598389,0.001,100.0
40,2023-10-02,2023-10-06,2022-10-13,2023-09-29,2023-09-29,252,252,5,5,13,1,['MATIC-BCH'],4.606819152832031,0.001,100.0
41,2023-10-09,2023-10-13,2022-10-20,2023-10-06,2023-10-06,252,252,5,5,16,1,['BCH-MATIC'],1.0589241981506348,0.001,100.0
42,2023-10-16,2023-10-20,2022-10-27,2023-10-13,2023-10-13,252,252,5,5,13,0,[],0.0,0.0,100.0
43,2023-10-23,2023-10-27,2022-11-03,2023-10-20,2023-10-20,252,252,5,5,11,0,[],0.0,0.0,100.0
44,2023-10-30,2023-11-03,2022-11-10,2023-10-27,2023-10-27,252,252,5,5,5,0,[],0.0,0.0,100.0
45,2023-11-06,2023-11-10,2022-11-17,2023-11-03,2023-11-03,252,252,5,5,9,1,['ETH-AAVE'],4.25039529800415,0.001,100.0
46,2023-11-13,2023-11-17,2022-11-24,2023-11-10,2023-11-10,252,252,5,5,7,2,"['XRP-ETC', 'ETH-LINK']",-1.618969440460205,0.002,100.0
47,2023-11-20,2023-11-24,2022-12-01,2023-11-17,2023-11-17,252,252,5,5,8,0,[],0.0,0.0,100.0
48,2023-11-27,2023-12-01,2022-12-08,2023-11-24,2023-11-24,252,252,5,5,8,0,[],0.0,0.0,100.0
49,2023-12-04,2023-12-08,2022-12-15,2023-12-01,2023-12-01,252,252,5,5,8,0,[],0.0,0.0,100.0
50,2023-12-11,2023-12-15,2022-12-22,2023-12-08,2023-12-08,252,252,5,5,8,1,['AAVE-ETH'],8.84166955947876,0.001,100.0
51,2023-12-18,2023-12-22,2022-12-29,2023-12-15,2023-12-15,252,252,5,5,7,1,['ETH-AAVE'],1.8857836723327637,0.001,100.0
52,2023-12-25,2023-12-29,2023-01-05,2023-12-22,2023-12-22,252,252,5,5,3,1,['AAVE-ETH'],3.9663076400756836,0.001,100.0
