"Date","Price","Open","High","Low","Vol.","Change %"
"07/23/2020","2.6529","2.6528","2.6822","2.6322","146.13M","0.00%"
"07/22/2020","2.6528","2.6237","2.6577","2.5831","135.90M","1.11%"
"07/21/2020","2.6236","2.5622","2.6289","2.5560","140.32M","2.39%"
"07/20/2020","2.5622","2.5842","2.6110","2.5409","130.74M","-0.85%"
"07/19/2020","2.5841","2.5036","2.6093","2.4720","130.12M","3.21%"
"07/18/2020","2.5038","2.4965","2.5191","2.4816","106.44M","0.29%"
"07/17/2020","2.4965","2.4991","2.5197","2.4768","117.69M","-0.10%"
"07/16/2020","2.4991","2.5365","2.5586","2.4485","142.47M","-1.48%"
"07/15/2020","2.5366","2.5577","2.5657","2.5122","112.19M","-0.82%"
"07/14/2020","2.5577","2.5542","2.5729","2.5096","122.94M","0.13%"
"07/13/2020","2.5542","2.6168","2.6452","2.4818","157.14M","-2.39%"
"07/12/2020","2.6168","2.6198","2.6572","2.5714","114.42M","-0.12%"
"07/11/2020","2.6198","2.6214","2.6396","2.5902","107.25M","-0.06%"
"07/10/2020","2.6213","2.6496","2.6497","2.5748","144.10M","-1.06%"
"07/09/2020","2.6495","2.6771","2.7258","2.5821","195.54M","-1.04%"
"07/08/2020","2.6774","2.5598","2.6995","2.5410","213.96M","4.62%"
"07/07/2020","2.5592","2.6095","2.6249","2.5238","183.84M","-1.92%"
"07/06/2020","2.6093","2.4083","2.6346","2.3997","243.77M","8.33%"
"07/05/2020","2.4086","2.4575","2.4725","2.3306","175.18M","-1.99%"
"07/04/2020","2.4575","2.4183","2.4933","2.4113","177.66M","1.64%"
"07/03/2020","2.4177","2.3546","2.4538","2.3482","187.33M","2.68%"
"07/02/2020","2.3546","2.3764","2.3887","2.3080","178.35M","-0.96%"
"07/01/2020","2.3775","2.3651","2.4029","2.3551","167.75M","0.54%"
"06/30/2020","2.3648","2.3791","2.3888","2.3426","147.93M","-0.60%"
"06/29/2020","2.3792","2.3670","2.4126","2.3250","179.19M","0.51%"
"06/28/2020","2.3671","2.3331","2.3994","2.3052","185.53M","1.45%"
"06/27/2020","2.3331","2.4825","2.4858","2.2084","253.60M","-6.01%"
"06/26/2020","2.4824","2.4796","2.5082","2.3942","241.70M","0.11%"
"06/25/2020","2.4796","2.4995","2.5280","2.4400","165.64M","-0.81%"
"06/24/2020","2.4998","2.5711","2.5967","2.4611","186.94M","-2.78%"
"06/23/2020","2.5712","2.5856","2.5952","2.5582","116.97M","-0.56%"
"06/22/2020","2.5856","2.5143","2.6003","2.5112","136.62M","2.84%"
"06/21/2020","2.5143","2.5357","2.5519","2.5116","103.31M","-0.84%"
"06/20/2020","2.5357","2.5254","2.5549","2.4613","120.27M","0.41%"
"06/19/2020","2.5254","2.5369","2.5476","2.5033","122.21M","-0.45%"
"06/18/2020","2.5369","2.5683","2.5748","2.5008","113.53M","-1.22%"
"06/17/2020","2.5682","2.5516","2.5863","2.5233","112.90M","0.65%"
"06/16/2020","2.5516","2.5306","2.5623","2.5225","150.62M","0.83%"
"06/15/2020","2.5307","2.5703","2.5716","2.4294","212.35M","-1.54%"
"06/14/2020","2.5703","2.6022","2.6071","2.5302","144.02M","-1.23%"
"06/13/2020","2.6021","2.5970","2.6151","2.5565","147.36M","0.20%"
"06/12/2020","2.5970","2.5169","2.6216","2.4902","190.55M","3.17%"
"06/11/2020","2.5173","2.7562","2.7723","2.4429","266.68M","-8.67%"
"06/10/2020","2.7562","2.7518","2.7792","2.7231","171.57M","0.14%"
"06/09/2020","2.7524","2.7872","2.7994","2.7047","172.66M","-1.26%"
"06/08/2020","2.7874","2.8096","2.8153","2.7524","173.24M","-0.79%"
"06/07/2020","2.8096","2.7985","2.8242","2.7363","192.00M","0.39%"
"06/06/2020","2.7986","2.8144","2.8425","2.7762","191.48M","-0.56%"
"06/05/2020","2.8144","2.7207","2.8650","2.7149","213.15M","3.45%"
"06/04/2020","2.7207","2.6944","2.7477","2.6690","180.71M","0.98%"
"06/03/2020","2.6944","2.6767","2.7054","2.6382","188.50M","0.64%"
"06/02/2020","2.6772","2.8200","2.8927","2.6099","318.46M","-5.03%"
"06/01/2020","2.8191","2.6746","2.8253","2.6650","238.44M","5.40%"
"05/31/2020","2.6747","2.7720","2.7723","2.6531","226.51M","-3.51%"
"05/30/2020","2.7719","2.6138","2.7759","2.5974","221.79M","6.05%"
"05/29/2020","2.6139","2.6095","2.6666","2.5963","202.92M","0.17%"
"05/28/2020","2.6094","2.5707","2.6169","2.5197","178.42M","1.51%"
"05/27/2020","2.5707","2.5055","2.5761","2.4985","170.37M","2.60%"
"05/26/2020","2.5056","2.5272","2.5363","2.4602","157.10M","-0.85%"
"05/25/2020","2.5271","2.4908","2.5467","2.4558","162.16M","1.46%"
"05/24/2020","2.4908","2.5648","2.6046","2.4908","191.31M","-2.88%"
"05/23/2020","2.5647","2.5950","2.6194","2.5457","160.41M","-1.17%"
"05/22/2020","2.5950","2.4626","2.6294","2.4428","203.95M","5.38%"
"05/21/2020","2.4625","2.5972","2.6135","2.4117","207.37M","-5.18%"
"05/20/2020","2.5972","2.6526","2.6745","2.5401","198.12M","-2.09%"
"05/19/2020","2.6527","2.6680","2.6680","2.5818","219.26M","-0.58%"
"05/18/2020","2.6680","2.6228","2.7418","2.6124","263.73M","1.73%"
"05/17/2020","2.6227","2.6327","2.6728","2.5981","218.10M","-0.46%"
"05/16/2020","2.6349","2.5841","2.6786","2.5710","259.75M","1.96%"
"05/15/2020","2.5841","2.6234","2.6580","2.5386","336.92M","-1.50%"
"05/14/2020","2.6235","2.5244","2.6491","2.4764","379.81M","3.97%"
"05/13/2020","2.5233","2.4404","2.5556","2.4229","233.05M","3.39%"
"05/12/2020","2.4404","2.3973","2.4629","2.3962","243.82M","1.57%"
"05/11/2020","2.4027","2.4459","2.4901","2.2803","406.71M","-1.81%"
"05/10/2020","2.4470","2.7531","2.7545","2.3073","602.91M","-11.12%"
"05/09/2020","2.7530","2.7536","2.8304","2.7362","281.30M","-0.01%"
"05/08/2020","2.7532","2.7569","2.8197","2.7014","284.68M","-0.13%"
"05/07/2020","2.7568","2.6530","2.7885","2.6064","328.39M","3.86%"
"05/06/2020","2.6543","2.7705","2.8180","2.6372","248.24M","-4.23%"
"05/05/2020","2.7714","2.7695","2.8244","2.7206","237.17M","0.05%"
"05/04/2020","2.7699","2.8378","2.8443","2.6368","297.21M","-2.41%"
"05/03/2020","2.8384","2.9395","3.0081","2.7808","287.97M","-3.44%"
"05/02/2020","2.9394","2.8722","2.9459","2.8540","235.16M","2.35%"
"05/01/2020","2.8720","2.8226","2.9280","2.8207","247.38M","1.74%"
"04/30/2020","2.8230","3.0030","3.1138","2.7591","406.46M","-6.00%"
"04/29/2020","3.0031","2.7626","3.0889","2.7532","422.20M","8.70%"
"04/28/2020","2.7627","2.7344","2.7753","2.6900","301.31M","1.03%"
"04/27/2020","2.7344","2.7386","2.8115","2.7021","303.80M","-0.15%"
"04/26/2020","2.7386","2.7031","2.7796","2.6780","278.93M","1.31%"
"04/25/2020","2.7031","2.7070","2.7869","2.6678","237.32M","-0.14%"
"04/24/2020","2.7070","2.6810","2.7364","2.6709","246.91M","0.96%"
"04/23/2020","2.6811","2.6228","2.7441","2.5804","322.30M","2.22%"
"04/22/2020","2.6228","2.5205","2.6483","2.5063","248.88M","4.06%"
"04/21/2020","2.5205","2.5069","2.5659","2.4807","230.89M","0.49%"
"04/20/2020","2.5083","2.5975","2.6970","2.4407","504.78M","-3.44%"
"04/19/2020","2.5977","2.7292","2.7359","2.5813","458.18M","-4.75%"
"04/18/2020","2.7274","2.6157","2.7648","2.6108","360.60M","4.26%"
"04/17/2020","2.6158","2.6554","2.6739","2.5844","367.96M","-1.49%"
"04/16/2020","2.6553","2.3986","2.7173","2.3394","494.00M","10.71%"
"04/15/2020","2.3986","2.4678","2.4980","2.3939","339.13M","-2.81%"
"04/14/2020","2.4678","2.4398","2.5027","2.4135","340.44M","1.15%"
"04/13/2020","2.4398","2.4953","2.4970","2.3516","427.33M","-2.37%"
"04/12/2020","2.4990","2.5096","2.5913","2.4562","338.84M","-0.43%"
"04/11/2020","2.5098","2.4928","2.5456","2.4225","330.49M","0.68%"
"04/10/2020","2.4928","2.7241","2.7467","2.4151","455.92M","-8.45%"
"04/09/2020","2.7228","2.7485","2.7604","2.6821","345.79M","-0.98%"
"04/08/2020","2.7498","2.6355","2.7916","2.5842","425.71M","4.34%"
"04/07/2020","2.6354","2.7572","2.8234","2.5575","485.86M","-4.59%"
"04/06/2020","2.7621","2.3504","2.7652","2.3480","510.86M","17.51%"
"04/05/2020","2.3504","2.3549","2.3925","2.3158","351.85M","-0.23%"
"04/04/2020","2.3558","2.3297","2.4007","2.2878","375.82M","1.12%"
"04/03/2020","2.3297","2.2928","2.3836","2.2696","435.97M","1.77%"
"04/02/2020","2.2892","2.2527","2.4815","2.2527","480.48M","1.62%"
"04/01/2020","2.2527","2.2058","2.2863","2.1454","402.20M","2.13%"
"03/31/2020","2.2058","2.2262","2.2570","2.1846","379.22M","-0.91%"
"03/30/2020","2.2261","2.1166","2.2765","2.1117","392.19M","5.15%"
"03/29/2020","2.1171","2.1988","2.2146","2.1036","234.14M","-3.73%"
"03/28/2020","2.1991","2.1956","2.2361","2.0931","328.05M","0.16%"
"03/27/2020","2.1957","2.3237","2.3660","2.1805","282.49M","-5.50%"
"03/26/2020","2.3235","2.2954","2.3432","2.2614","253.91M","1.22%"
"03/25/2020","2.2954","2.3451","2.3672","2.2366","259.18M","-2.12%"
"03/24/2020","2.3451","2.2869","2.3718","2.2717","274.24M","2.55%"
