"Date","Price","Open","High","Low","Vol.","Change %"
"06/25/2025","0.24141","0.24888","0.24914","0.24066","168.94M","-2.95%"
"06/24/2025","0.24875","0.24574","0.24967","0.24384","192.52M","1.26%"
"06/23/2025","0.24566","0.22885","0.24624","0.22536","243.10M","7.37%"
"06/22/2025","0.22879","0.23726","0.23870","0.21688","270.61M","-3.56%"
"06/21/2025","0.23723","0.24195","0.24480","0.23294","166.66M","-1.94%"
"06/20/2025","0.24194","0.24945","0.25152","0.24002","239.30M","-3.04%"
"06/19/2025","0.24951","0.25241","0.25316","0.24730","143.89M","-1.14%"
"06/18/2025","0.25240","0.25212","0.25401","0.24587","236.03M","0.16%"
"06/17/2025","0.25200","0.26144","0.26367","0.25061","304.04M","-3.57%"
"06/16/2025","0.26134","0.25849","0.27014","0.25640","252.23M","1.03%"
"06/15/2025","0.25866","0.25639","0.25984","0.25454","111.64M","0.89%"
"06/14/2025","0.25639","0.26067","0.26103","0.25309","112.08M","-1.74%"
"06/13/2025","0.26093","0.26733","0.26733","0.25351","472.43M","-2.42%"
"06/12/2025","0.26740","0.27683","0.27820","0.26726","266.91M","-3.40%"
"06/11/2025","0.27682","0.28047","0.28479","0.27604","412.45M","-1.30%"
"06/10/2025","0.28047","0.27489","0.28122","0.27208","371.84M","2.01%"
"06/09/2025","0.27493","0.26796","0.27498","0.26405","280.20M","2.68%"
"06/08/2025","0.26776","0.26473","0.27444","0.26327","190.56M","1.14%"
"06/07/2025","0.26475","0.26281","0.26770","0.26201","93.83M","0.74%"
"06/06/2025","0.26281","0.25702","0.26653","0.25589","177.39M","2.25%"
"06/05/2025","0.25703","0.26667","0.26890","0.25257","298.52M","-3.62%"
"06/04/2025","0.26667","0.27273","0.27558","0.26543","176.63M","-2.25%"
"06/03/2025","0.27280","0.27188","0.27608","0.26985","217.68M","0.35%"
"06/02/2025","0.27186","0.26728","0.27196","0.26380","148.15M","1.70%"
"06/01/2025","0.26731","0.26422","0.26768","0.26210","113.35M","1.22%"
"05/31/2025","0.26408","0.26495","0.26766","0.25897","167.65M","-0.38%"
"05/30/2025","0.26508","0.27904","0.27999","0.26403","296.35M","-4.97%"
