Week_Number,Week_Start,Week_End,Lookback_Start,Lookback_End,Information_Cutoff,Actual_Lookback_Days,Target_Lookback_Days,Trading_Days,Target_Trading_Days,Num_Selected_Pairs,Num_Filtered_Pairs,Pairs,Weekly_Profit_%,Transaction_Costs,Data_Coverage_%
34,2022-08-22,2022-08-26,2021-09-02,2022-08-19,2022-08-19,252,252,5,5,41,35,"['ADA-AAVE', 'DASH-ADA', 'EOS-ADA', 'XTZ-ADA', 'DASH-AAVE', 'DOGE-AAVE', 'EOS-AAVE', 'FIL-AAVE', 'XMR-AAVE', 'XTZ-AAVE', 'XRP-BCH', 'BTC-DASH', 'DOGE-BTC', 'XRP-BTC', 'DOGE-DASH', 'EOS-DASH', 'FIL-DASH', 'DASH-LINK', 'LTC-DASH', 'XTZ-DASH', 'EOS-DOGE', 'ETH-DOGE', 'FIL-DOGE', 'LINK-DOGE', 'LTC-DOGE', 'VET-DOGE', 'XLM-DOGE', 'XTZ-DOGE', 'FIL-EOS', 'XTZ-EOS', 'XTZ-FIL', 'XLM-LINK', 'XTZ-LINK', 'LTC-VET', 'XLM-VET']",-0.5650341510772705,0.035,100.0
35,2022-08-29,2022-09-02,2021-09-09,2022-08-26,2022-08-26,252,252,5,5,36,34,"['ADA-AAVE', 'DASH-ADA', 'FIL-ADA', 'XLM-ADA', 'XTZ-ADA', 'DOGE-AAVE', 'AAVE-EOS', 'FIL-AAVE', 'LINK-AAVE', 'XTZ-AAVE', 'BTC-BCH', 'DASH-BCH', 'DASH-BTC', 'DOGE-BTC', 'BTC-XRP', 'DOGE-DASH', 'FIL-DASH', 'LINK-DASH', 'LTC-DASH', 'XLM-DASH', 'DOGE-ETH', 'DOGE-FIL', 'LINK-DOGE', 'LTC-DOGE', 'VET-DOGE', 'XLM-DOGE', 'DOGE-XTZ', 'LINK-FIL', 'LTC-FIL', 'XLM-FIL', 'LINK-LTC', 'LINK-XTZ', 'VET-LTC', 'XLM-VET']",0.03457069396972656,0.034,100.0
36,2022-09-05,2022-09-09,2021-09-16,2022-09-02,2022-09-02,252,252,5,5,40,39,"['DASH-ADA', 'ETH-ADA', 'FIL-ADA', 'XLM-ADA', 'XTZ-ADA', 'DASH-AAVE', 'DOGE-AAVE', 'EOS-AAVE', 'AAVE-LINK', 'VET-AAVE', 'AAVE-XMR', 'XTZ-AAVE', 'BTC-BCH', 'BCH-DASH', 'BTC-DASH', 'BTC-XRP', 'DOGE-DASH', 'FIL-DASH', 'DASH-LTC', 'XLM-DASH', 'XTZ-DASH', 'DOGE-ETH', 'DOGE-FIL', 'DOGE-LINK', 'DOGE-LTC', 'VET-DOGE', 'DOGE-XLM', 'XTZ-DOGE', 'FIL-LINK', 'FIL-LTC', 'VET-FIL', 'XLM-FIL', 'XTZ-FIL', 'LINK-LTC', 'XTZ-LINK', 'VET-LTC', 'XTZ-LTC', 'VET-XLM', 'XTZ-XRP']",0.7553696632385254,0.039,100.0
37,2022-09-12,2022-09-16,2021-09-23,2022-09-09,2022-09-09,252,252,5,5,45,40,"['AAVE-ADA', 'ADA-DASH', 'ADA-DOGE', 'ADA-FIL', 'ADA-LINK', 'ADA-LTC', 'ADA-VET', 'ADA-XLM', 'ADA-XTZ', 'AAVE-DASH', 'AAVE-EOS', 'AAVE-FIL', 'AAVE-LINK', 'AAVE-VET', 'AAVE-XTZ', 'BCH-BTC', 'DOGE-BTC', 'BTC-FIL', 'BTC-XRP', 'DASH-DOGE', 'DASH-FIL', 'LTC-DASH', 'DASH-XLM', 'DASH-XTZ', 'DOGE-FIL', 'LTC-DOGE', 'DOGE-VET', 'DOGE-XLM', 'DOGE-XTZ', 'ETH-FIL', 'LTC-FIL', 'FIL-VET', 'FIL-XLM', 'FIL-XTZ', 'LINK-XTZ', 'LTC-VET', 'LTC-XTZ', 'VET-XLM', 'XTZ-XRP', 'XRP-ZCASH']",-0.35504698753356934,0.04,100.0
38,2022-09-19,2022-09-23,2021-09-30,2022-09-16,2022-09-16,252,252,5,5,51,50,"['AAVE-ADA', 'BTC-ADA', 'DASH-ADA', 'FIL-ADA', 'ADA-LINK', 'LTC-ADA', 'ADA-XLM', 'XTZ-ADA', 'AAVE-DASH', 'AAVE-DOGE', 'AAVE-EOS', 'AAVE-FIL', 'AAVE-LINK', 'AAVE-VET', 'BTC-BCH', 'DASH-BCH', 'ETH-BCH', 'XTZ-BCH', 'DASH-BTC', 'BTC-DOGE', 'FIL-BTC', 'BTC-XRP', 'XTZ-BTC', 'ZCASH-BTC', 'DASH-DOGE', 'DASH-FIL', 'LTC-DASH', 'XTZ-DASH', 'ETH-DOGE', 'FIL-DOGE', 'LTC-DOGE', 'VET-DOGE', 'DOGE-XLM', 'XTZ-DOGE', 'EOS-LINK', 'ETH-FIL', 'FIL-LINK', 'LTC-FIL', 'VET-FIL', 'FIL-XLM', 'XTZ-FIL', 'XTZ-LINK', 'LTC-VET', 'LTC-XLM', 'LTC-XTZ', 'VET-XLM', 'XTZ-VET', 'XTZ-XLM', 'XTZ-XRP', 'ZCASH-XRP']",-2.0940423011779785,0.05,100.0
39,2022-09-26,2022-09-30,2021-10-07,2022-09-23,2022-09-23,252,252,5,5,51,47,"['AAVE-ADA', 'DASH-ADA', 'ADA-FIL', 'ADA-LINK', 'ADA-LTC', 'ADA-VET', 'ADA-XLM', 'ADA-XTZ', 'DASH-AAVE', 'AAVE-DOGE', 'EOS-AAVE', 'AAVE-FIL', 'AAVE-LINK', 'AAVE-VET', 'XMR-AAVE', 'AAVE-XTZ', 'BTC-BCH', 'DASH-BCH', 'ETH-BCH', 'XTZ-BCH', 'BTC-DASH', 'BTC-DOGE', 'BTC-FIL', 'BTC-ZCASH', 'DASH-DOGE', 'DASH-FIL', 'DASH-LTC', 'DASH-XLM', 'DASH-XTZ', 'ETH-DOGE', 'FIL-DOGE', 'LTC-DOGE', 'VET-DOGE', 'DOGE-XLM', 'XTZ-DOGE', 'EOS-LINK', 'ETH-FIL', 'ETH-XTZ', 'ETH-ZCASH', 'LINK-FIL', 'FIL-VET', 'FIL-XLM', 'LINK-XTZ', 'LTC-VET', 'LTC-XLM', 'VET-XLM', 'XTZ-VET']",-0.25658607482910156,0.047,100.0
40,2022-10-03,2022-10-07,2021-10-14,2022-09-30,2022-09-30,252,252,5,5,50,41,"['ADA-DASH', 'FIL-ADA', 'LINK-ADA', 'ADA-LTC', 'ADA-VET', 'ADA-XLM', 'XTZ-ADA', 'AAVE-BCH', 'AAVE-DOGE', 'AAVE-EOS', 'LINK-AAVE', 'AAVE-VET', 'DASH-BCH', 'XTZ-BCH', 'ZCASH-BCH', 'BTC-DASH', 'ZCASH-BTC', 'DASH-DOGE', 'LTC-DASH', 'XLM-DASH', 'XTZ-DASH', 'ZCASH-DASH', 'ETH-DOGE', 'FIL-DOGE', 'LTC-DOGE', 'XLM-DOGE', 'XTZ-DOGE', 'FIL-EOS', 'LINK-EOS', 'ETH-FIL', 'LINK-FIL', 'LTC-FIL', 'FIL-VET', 'XLM-FIL', 'XTZ-FIL', 'XLM-LINK', 'XTZ-LINK', 'LTC-VET', 'XTZ-LTC', 'XLM-VET', 'XTZ-VET']",-0.21004080772399902,0.041,100.0
41,2022-10-10,2022-10-14,2021-10-21,2022-10-07,2022-10-07,252,252,5,5,48,46,"['ADA-AAVE', 'ADA-DASH', 'ADA-FIL', 'ADA-LINK', 'LTC-ADA', 'VET-ADA', 'ADA-XLM', 'XTZ-ADA', 'BCH-AAVE', 'AAVE-DOGE', 'EOS-AAVE', 'FIL-AAVE', 'AAVE-LINK', 'VET-AAVE', 'AAVE-XMR', 'BTC-BCH', 'BCH-DASH', 'BCH-DOGE', 'XTZ-BCH', 'ZCASH-BCH', 'BTC-DASH', 'ZCASH-BTC', 'DOGE-DASH', 'FIL-DASH', 'LTC-DASH', 'DASH-XLM', 'XTZ-DASH', 'ETH-DOGE', 'FIL-DOGE', 'LTC-DOGE', 'VET-DOGE', 'DOGE-XLM', 'XTZ-DOGE', 'FIL-ETH', 'ETH-XMR', 'FIL-LINK', 'LTC-FIL', 'VET-FIL', 'FIL-XLM', 'XTZ-FIL', 'LINK-XLM', 'XTZ-LINK', 'LTC-VET', 'LTC-XLM', 'XTZ-LTC', 'VET-XLM']",0.6928801536560059,0.046,100.0
42,2022-10-17,2022-10-21,2021-10-28,2022-10-14,2022-10-14,252,252,5,5,40,36,"['ADA-AAVE', 'DASH-ADA', 'ADA-FIL', 'ADA-LTC', 'ADA-VET', 'XLM-ADA', 'ADA-XTZ', 'BCH-AAVE', 'EOS-AAVE', 'FIL-AAVE', 'LINK-AAVE', 'VET-AAVE', 'BCH-BTC', 'DASH-BCH', 'BCH-DOGE', 'BCH-ETH', 'DASH-BTC', 'DOGE-BTC', 'ZCASH-BTC', 'DASH-LTC', 'DASH-XTZ', 'DOGE-ETH', 'DOGE-FIL', 'LTC-DOGE', 'DOGE-VET', 'XLM-DOGE', 'DOGE-XTZ', 'XMR-ETH', 'LINK-FIL', 'LTC-FIL', 'FIL-VET', 'XLM-FIL', 'FIL-XTZ', 'XLM-LTC', 'LTC-XTZ', 'XLM-VET']",-0.6836771965026855,0.036000000000000004,100.0
43,2022-10-24,2022-10-28,2021-11-04,2022-10-21,2022-10-21,252,252,5,5,41,38,"['ADA-DASH', 'FIL-ADA', 'ADA-XTZ', 'BCH-AAVE', 'AAVE-EOS', 'LINK-AAVE', 'VET-AAVE', 'BCH-DASH', 'BCH-DOGE', 'XLM-BCH', 'BCH-ZCASH', 'BTC-DASH', 'BTC-DOGE', 'BTC-ZCASH', 'DOGE-DASH', 'FIL-DASH', 'DASH-LTC', 'VET-DASH', 'XTZ-DASH', 'FIL-DOGE', 'DOGE-LTC', 'VET-DOGE', 'XLM-DOGE', 'XTZ-DOGE', 'FIL-ETH', 'VET-ETH', 'XMR-ETH', 'FIL-LINK', 'FIL-LTC', 'FIL-VET', 'FIL-XLM', 'FIL-XTZ', 'XLM-LINK', 'VET-LTC', 'XLM-LTC', 'XTZ-LTC', 'VET-MATIC', 'XLM-VET']",-1.509314775466919,0.038,100.0
44,2022-10-31,2022-11-04,2021-11-11,2022-10-28,2022-10-28,252,252,5,5,56,52,"['ADA-DASH', 'ADA-ETH', 'ADA-FIL', 'LTC-ADA', 'ADA-TRX', 'ADA-VET', 'ADA-XLM', 'ADA-XTZ', 'AAVE-BCH', 'AAVE-EOS', 'AAVE-LINK', 'AAVE-TRX', 'AAVE-VET', 'BTC-BCH', 'BCH-DASH', 'BCH-DOGE', 'LTC-BCH', 'BCH-TRX', 'BCH-VET', 'XLM-BCH', 'BTC-DASH', 'BTC-TRX', 'DASH-DOGE', 'DASH-FIL', 'LTC-DASH', 'DASH-TRX', 'VET-DASH', 'XTZ-DASH', 'ETH-DOGE', 'FIL-DOGE', 'LTC-DOGE', 'TRX-DOGE', 'XTZ-DOGE', 'ETH-EOS', 'EOS-TRX', 'ETC-TRX', 'ETH-TRX', 'ETH-VET', 'ETH-XMR', 'LINK-FIL', 'LTC-FIL', 'XLM-FIL', 'XTZ-FIL', 'LTC-LINK', 'LINK-TRX', 'LTC-TRX', 'LTC-VET', 'LTC-XLM', 'LTC-XTZ', 'MATIC-TRX', 'MATIC-VET', 'XLM-VET']",2.3702144622802734,0.052000000000000005,100.0
45,2022-11-07,2022-11-11,2021-11-18,2022-11-04,2022-11-04,252,252,5,5,35,26,"['ADA-DASH', 'ADA-FIL', 'ADA-VET', 'ADA-XLM', 'XTZ-ADA', 'EOS-AAVE', 'ETH-AAVE', 'VET-BCH', 'BCH-ZCASH', 'BTC-DASH', 'ZCASH-BTC', 'DASH-FIL', 'DASH-LTC', 'XTZ-DASH', 'ZCASH-DASH', 'ETH-FIL', 'ETH-VET', 'ETH-XMR', 'FIL-LTC', 'FIL-VET', 'FIL-XLM', 'FIL-XTZ', 'LTC-XLM', 'LTC-XTZ', 'VET-XLM', 'VET-ZCASH']",0.3837108612060547,0.026000000000000002,100.0
46,2022-11-14,2022-11-18,2021-11-25,2022-11-11,2022-11-11,252,252,5,5,31,29,"['DASH-ADA', 'FIL-ADA', 'VET-ADA', 'ADA-XLM', 'XTZ-ADA', 'AAVE-EOS', 'AAVE-ETH', 'AAVE-FIL', 'AAVE-LINK', 'AAVE-VET', 'BTC-BCH', 'DASH-BCH', 'VET-BCH', 'XLM-BCH', 'BTC-DASH', 'BTC-ZCASH', 'FIL-DASH', 'XTZ-DASH', 'DOGE-LTC', 'EOS-ETH', 'FIL-ETH', 'VET-ETH', 'XMR-ETH', 'FIL-LINK', 'FIL-LTC', 'FIL-XLM', 'XTZ-FIL', 'VET-XLM', 'XTZ-VET']",-0.17828941345214844,0.029,100.0
47,2022-11-21,2022-11-25,2021-12-02,2022-11-18,2022-11-18,252,252,5,5,27,25,"['ADA-DASH', 'ADA-FIL', 'ADA-VET', 'XLM-ADA', 'ADA-XTZ', 'EOS-AAVE', 'AAVE-FIL', 'LINK-AAVE', 'VET-AAVE', 'BCH-DASH', 'BCH-VET', 'BTC-DASH', 'FIL-DASH', 'VET-DASH', 'XTZ-DASH', 'DOGE-LTC', 'EOS-ETH', 'ETH-FIL', 'ETH-XMR', 'LINK-FIL', 'FIL-LTC', 'VET-FIL', 'XLM-FIL', 'XTZ-FIL', 'XLM-VET']",-1.0101079940795898,0.025,100.0
48,2022-11-28,2022-12-02,2021-12-09,2022-11-25,2022-11-25,252,252,5,5,25,25,"['ADA-BTC', 'ADA-DASH', 'FIL-ADA', 'ADA-VET', 'ADA-XLM', 'ADA-XTZ', 'AAVE-EOS', 'ETH-AAVE', 'FIL-AAVE', 'VET-AAVE', 'XLM-AAVE', 'XTZ-AAVE', 'DASH-BCH', 'BCH-XMR', 'FIL-DASH', 'DASH-VET', 'DASH-XLM', 'DOGE-LTC', 'ETH-EOS', 'ETH-XMR', 'FIL-LINK', 'FIL-VET', 'FIL-XLM', 'FIL-XTZ', 'VET-XLM']",0.7022619247436523,0.025,100.0
49,2022-12-05,2022-12-09,2021-12-16,2022-12-02,2022-12-02,252,252,5,5,19,17,"['ADA-BTC', 'ADA-FIL', 'ADA-VET', 'XLM-ADA', 'ADA-XTZ', 'AAVE-FIL', 'AAVE-VET', 'BCH-DASH', 'BCH-XMR', 'DASH-FIL', 'DASH-VET', 'DOGE-LTC', 'EOS-XMR', 'ETH-XMR', 'VET-FIL', 'XLM-FIL', 'XLM-VET']",-0.3341376781463623,0.017,100.0
50,2022-12-12,2022-12-16,2021-12-23,2022-12-09,2022-12-09,252,252,5,5,13,12,"['ADA-FIL', 'XTZ-ADA', 'AAVE-FIL', 'AAVE-VET', 'BCH-DASH', 'FIL-DASH', 'VET-DASH', 'LTC-DOGE', 'ETH-XMR', 'VET-FIL', 'XLM-FIL', 'XLM-VET']",2.618873119354248,0.012,100.0
51,2022-12-19,2022-12-23,2021-12-30,2022-12-16,2022-12-16,252,252,5,5,10,7,"['FIL-ADA', 'FIL-AAVE', 'VET-AAVE', 'LTC-DOGE', 'XMR-ETH', 'FIL-VET', 'FIL-XLM']",0.23266077041625977,0.007,100.0
52,2022-12-26,2022-12-30,2022-01-06,2022-12-23,2022-12-23,252,252,5,5,12,10,"['FIL-ADA', 'XTZ-ADA', 'AAVE-FIL', 'AAVE-VET', 'LINK-BTC', 'LTC-DOGE', 'XMR-ETH', 'VET-FIL', 'FIL-XLM', 'VET-XLM']",-0.1720428466796875,0.01,100.0
