Week_Number,Week_Start,Week_End,Lookback_Start,Lookback_End,Information_Cutoff,Actual_Lookback_Days,Target_Lookback_Days,Trading_Days,Target_Trading_Days,Num_Selected_Pairs,Num_Filtered_Pairs,Pairs,Weekly_Profit_%,Transaction_Costs,Data_Coverage_%
11,2022-03-14,2022-03-18,2021-03-25,2022-03-11,2022-03-11,240,252,5,5,54,51,"['ADA-ETC', 'ADA-XRP', 'AAVE-BCH', 'AAVE-DASH', 'AAVE-EOS', 'AAVE-ETC', 'AAVE-MATIC', 'AAVE-XRP', 'DOGE-BCH', 'EOS-BCH', 'ETC-BCH', 'MATIC-BCH', 'XMR-BCH', 'ETC-BTC', 'ETH-BTC', 'BTC-TRX', 'BTC-XRP', 'DOGE-DASH', 'ETC-DASH', 'LINK-DASH', 'MATIC-DASH', 'DASH-TRX', 'VET-DASH', 'DASH-XLM', 'XMR-DASH', 'DOGE-ETC', 'DOGE-XRP', 'ETC-EOS', 'FIL-EOS', 'MATIC-EOS', 'XMR-EOS', 'ETC-XRP', 'MATIC-ETH', 'ETH-TRX', 'ETH-XRP', 'FIL-MATIC', 'XMR-FIL', 'LINK-LTC', 'LINK-TRX', 'VET-LINK', 'LINK-XLM', 'XMR-LINK', 'LINK-XRP', 'MATIC-LTC', 'VET-LTC', 'TRX-XRP', 'XTZ-TRX', 'VET-XLM', 'XMR-VET', 'XMR-XLM', 'XLM-XRP']",2.351224422454834,0.051000000000000004,95.23809523809523
12,2022-03-21,2022-03-25,2021-04-01,2022-03-18,2022-03-18,240,252,5,5,48,41,"['ADA-DOGE', 'ADA-VET', 'ADA-XRP', 'AAVE-BCH', 'AAVE-DASH', 'AAVE-DOGE', 'AAVE-EOS', 'AAVE-FIL', 'AAVE-XMR', 'EOS-BCH', 'BCH-FIL', 'XLM-BCH', 'XMR-BCH', 'BTC-ETH', 'BTC-XRP', 'DASH-FIL', 'DASH-LINK', 'DASH-VET', 'DASH-XLM', 'DASH-XMR', 'DASH-XRP', 'DOGE-EOS', 'DOGE-ETC', 'DOGE-XLM', 'DOGE-XMR', 'EOS-FIL', 'EOS-MATIC', 'EOS-XMR', 'FIL-XLM', 'FIL-XMR', 'FIL-XRP', 'LTC-LINK', 'LINK-TRX', 'LINK-VET', 'LINK-XLM', 'LINK-XMR', 'LTC-VET', 'XRP-TRX', 'XLM-XMR', 'XRP-XLM', 'XRP-XTZ']",0.0232696533203125,0.041,95.23809523809523
13,2022-03-28,2022-04-01,2021-04-08,2022-03-25,2022-03-25,240,252,5,5,52,42,"['VET-ADA', 'AAVE-DASH', 'AAVE-EOS', 'AAVE-ETC', 'AAVE-MATIC', 'AAVE-XMR', 'DASH-BCH', 'BCH-DOGE', 'EOS-BCH', 'BCH-ETC', 'BCH-MATIC', 'BCH-XLM', 'BCH-XMR', 'ETH-BTC', 'MATIC-BTC', 'DASH-ETC', 'DASH-MATIC', 'DASH-VET', 'DASH-XLM', 'DASH-XMR', 'XRP-DASH', 'LINK-DOGE', 'DOGE-MATIC', 'EOS-ETC', 'EOS-MATIC', 'EOS-XMR', 'FIL-ETC', 'LTC-ETC', 'ETC-XMR', 'MATIC-ETH', 'TRX-ETH', 'FIL-MATIC', 'FIL-VET', 'FIL-XMR', 'LINK-LTC', 'LINK-MATIC', 'LINK-VET', 'LINK-XLM', 'LINK-XMR', 'LTC-MATIC', 'XRP-TRX', 'XLM-XMR']",2.2163033485412598,0.042,95.23809523809523
14,2022-04-04,2022-04-08,2021-04-15,2022-04-01,2022-04-01,240,252,5,5,75,72,"['DASH-ADA', 'ADA-EOS', 'ADA-LINK', 'LTC-ADA', 'ADA-MATIC', 'ADA-TRX', 'ADA-XLM', 'ADA-XMR', 'XRP-ADA', 'BCH-AAVE', 'DASH-AAVE', 'EOS-AAVE', 'ETC-AAVE', 'FIL-AAVE', 'AAVE-MATIC', 'XLM-AAVE', 'XMR-AAVE', 'DASH-BCH', 'BCH-DOGE', 'ETC-BCH', 'BCH-FIL', 'BCH-LINK', 'BCH-MATIC', 'BCH-XMR', 'BTC-ETH', 'BTC-MATIC', 'DASH-DOGE', 'ETC-DASH', 'DASH-LINK', 'DASH-MATIC', 'DASH-VET', 'DASH-XMR', 'XRP-DASH', 'ETC-DOGE', 'DOGE-FIL', 'LTC-DOGE', 'DOGE-MATIC', 'DOGE-XMR', 'XRP-DOGE', 'ETC-EOS', 'EOS-FIL', 'EOS-MATIC', 'EOS-XMR', 'ETC-FIL', 'ETC-LINK', 'ETC-LTC', 'ETC-MATIC', 'ETC-VET', 'ETC-XLM', 'ETC-XMR', 'XRP-ETC', 'ETH-MATIC', 'ETH-TRX', 'XLM-ETH', 'XRP-ETH', 'ETH-XTZ', 'ZCASH-ETH', 'FIL-MATIC', 'FIL-XLM', 'LTC-LINK', 'LINK-MATIC', 'VET-LINK', 'XLM-LINK', 'XMR-LINK', 'LTC-MATIC', 'LTC-VET', 'XRP-TRX', 'TRX-XTZ', 'XLM-VET', 'XMR-VET', 'XRP-VET', 'XMR-XLM']",0.4458904266357422,0.07200000000000001,95.23809523809523
15,2022-04-11,2022-04-15,2021-04-22,2022-04-08,2022-04-08,241,252,5,5,64,42,"['ADA-DASH', 'ADA-FIL', 'ADA-LINK', 'ADA-LTC', 'ADA-XLM', 'DASH-AAVE', 'FIL-AAVE', 'MATIC-AAVE', 'DASH-BCH', 'DOGE-BCH', 'BCH-ETC', 'FIL-BCH', 'MATIC-BCH', 'XMR-BCH', 'BTC-ETH', 'BTC-MATIC', 'DASH-ETC', 'EOS-DOGE', 'FIL-DOGE', 'MATIC-DOGE', 'XLM-DOGE', 'EOS-ETC', 'FIL-EOS', 'MATIC-EOS', 'XMR-EOS', 'FIL-ETC', 'LTC-ETC', 'MATIC-ETC', 'TRX-ETC', 'VET-ETC', 'XLM-ETC', 'MATIC-ETH', 'TRX-ETH', 'ZCASH-ETH', 'LINK-LTC', 'VET-LINK', 'XMR-LINK', 'MATIC-LTC', 'VET-LTC', 'MATIC-ZCASH', 'XRP-TRX', 'VET-XLM']",-0.40816664695739746,0.042,95.63492063492063
16,2022-04-18,2022-04-22,2021-04-29,2022-04-15,2022-04-15,241,252,5,5,62,61,"['ADA-AAVE', 'ADA-BCH', 'ADA-DASH', 'ADA-DOGE', 'ADA-EOS', 'FIL-ADA', 'ADA-LTC', 'ADA-TRX', 'ADA-VET', 'ADA-XLM', 'ADA-XMR', 'ADA-XRP', 'ZCASH-ADA', 'AAVE-BCH', 'AAVE-DASH', 'AAVE-EOS', 'FIL-AAVE', 'MATIC-AAVE', 'AAVE-XMR', 'DASH-BCH', 'BCH-DOGE', 'FIL-BCH', 'BCH-XMR', 'ETH-BTC', 'BTC-MATIC', 'BTC-XMR', 'DASH-DOGE', 'ETC-DASH', 'LINK-DASH', 'VET-DASH', 'DASH-XMR', 'EOS-DOGE', 'FIL-DOGE', 'VET-DOGE', 'DOGE-XMR', 'FIL-EOS', 'EOS-XMR', 'ETC-LINK', 'ETC-LTC', 'ETC-MATIC', 'ETC-VET', 'ETC-XLM', 'ETC-XMR', 'ETC-XRP', 'ETC-ZCASH', 'ETH-MATIC', 'ETH-XMR', 'ETH-XRP', 'ZCASH-ETH', 'FIL-XMR', 'LINK-LTC', 'LINK-MATIC', 'LINK-XLM', 'LINK-XMR', 'MATIC-LTC', 'VET-LTC', 'ZCASH-MATIC', 'TRX-XTZ', 'VET-XLM', 'VET-XMR', 'XLM-XMR']",-0.19745230674743652,0.061,95.63492063492063
17,2022-04-25,2022-04-29,2021-05-06,2022-04-22,2022-04-22,243,252,5,5,25,20,"['ADA-DASH', 'ADA-LINK', 'ADA-XLM', 'DASH-AAVE', 'DOGE-BCH', 'EOS-BCH', 'BCH-FIL', 'XMR-BCH', 'VET-DASH', 'XLM-DASH', 'EOS-DOGE', 'EOS-XMR', 'XLM-FIL', 'LTC-LINK', 'VET-LTC', 'LTC-XLM', 'XRP-TRX', 'XTZ-TRX', 'XLM-VET', 'XLM-XMR']",-0.315248966217041,0.02,96.42857142857143
18,2022-05-02,2022-05-06,2021-05-13,2022-04-29,2022-04-29,248,252,5,5,30,26,"['ADA-AAVE', 'ADA-DASH', 'LINK-ADA', 'AAVE-EOS', 'BCH-DASH', 'DOGE-BCH', 'BCH-EOS', 'BCH-FIL', 'BCH-XMR', 'VET-DASH', 'XLM-DASH', 'DASH-XMR', 'EOS-DOGE', 'FIL-DOGE', 'XMR-DOGE', 'FIL-EOS', 'XMR-EOS', 'ETC-XMR', 'XLM-FIL', 'LINK-LTC', 'LINK-XLM', 'VET-LTC', 'XLM-LTC', 'XTZ-TRX', 'VET-XLM', 'XLM-XMR']",-0.668489933013916,0.026000000000000002,98.4126984126984
19,2022-05-09,2022-05-13,2021-05-20,2022-05-06,2022-05-06,252,252,5,5,23,20,"['DASH-ADA', 'LINK-ADA', 'XLM-ADA', 'AAVE-DASH', 'AAVE-EOS', 'AAVE-ETC', 'BCH-DASH', 'BCH-DOGE', 'BCH-EOS', 'DOGE-DASH', 'DASH-VET', 'DOGE-EOS', 'FIL-EOS', 'ETC-XMR', 'ETH-ZCASH', 'LTC-LINK', 'LINK-XLM', 'LTC-VET', 'LTC-XLM', 'XLM-VET']",0.5277752876281738,0.02,100.0
20,2022-05-16,2022-05-20,2021-05-27,2022-05-13,2022-05-13,252,252,5,5,28,25,"['DASH-ADA', 'EOS-ADA', 'ADA-XLM', 'DASH-AAVE', 'EOS-AAVE', 'DASH-BCH', 'DOGE-BCH', 'EOS-BCH', 'FIL-BCH', 'XMR-BCH', 'BTC-ZCASH', 'EOS-DASH', 'DASH-VET', 'DASH-XLM', 'EOS-DOGE', 'FIL-DOGE', 'EOS-FIL', 'EOS-XMR', 'XMR-ETC', 'ETH-ZCASH', 'FIL-XLM', 'LTC-LINK', 'VET-LTC', 'LTC-XLM', 'VET-XLM']",0.2749204635620117,0.025,100.0
21,2022-05-23,2022-05-27,2021-06-03,2022-05-20,2022-05-20,252,252,5,5,29,26,"['ADA-DASH', 'DOGE-ADA', 'XLM-ADA', 'ADA-XMR', 'DASH-AAVE', 'DOGE-AAVE', 'EOS-AAVE', 'ETC-AAVE', 'AAVE-XMR', 'BCH-DASH', 'BCH-FIL', 'BTC-ZCASH', 'DOGE-DASH', 'EOS-DASH', 'VET-DASH', 'XLM-DASH', 'EOS-DOGE', 'FIL-DOGE', 'ETC-XMR', 'ETH-ZCASH', 'FIL-XMR', 'LINK-LTC', 'XLM-LINK', 'VET-LTC', 'XLM-LTC', 'XLM-VET']",0.47184228897094727,0.026000000000000002,100.0
22,2022-05-30,2022-06-03,2021-06-10,2022-05-27,2022-05-27,252,252,5,5,22,19,"['DASH-ADA', 'ADA-DOGE', 'DOGE-AAVE', 'EOS-AAVE', 'FIL-AAVE', 'DASH-BCH', 'BCH-DOGE', 'FIL-BCH', 'EOS-DASH', 'VET-DASH', 'EOS-DOGE', 'FIL-DOGE', 'FIL-EOS', 'XMR-ETC', 'ETH-ZCASH', 'LINK-LTC', 'VET-LTC', 'XLM-LTC', 'XLM-VET']",0.577080249786377,0.019,100.0
23,2022-06-06,2022-06-10,2021-06-17,2022-06-03,2022-06-03,252,252,5,5,22,19,"['DASH-ADA', 'DOGE-ADA', 'DOGE-AAVE', 'XMR-AAVE', 'DOGE-BCH', 'FIL-BCH', 'DOGE-DASH', 'DASH-EOS', 'DASH-XLM', 'DOGE-EOS', 'ETC-DOGE', 'FIL-DOGE', 'DOGE-VET', 'FIL-EOS', 'ETC-XMR', 'ETH-ZCASH', 'LTC-LINK', 'LTC-VET', 'VET-XLM']",-0.6401598453521729,0.019,100.0
24,2022-06-13,2022-06-17,2021-06-24,2022-06-10,2022-06-10,252,252,5,5,23,19,"['DASH-ADA', 'BCH-AAVE', 'DOGE-AAVE', 'EOS-AAVE', 'FIL-AAVE', 'DASH-BCH', 'DOGE-BCH', 'EOS-BCH', 'FIL-BCH', 'DASH-DOGE', 'DASH-EOS', 'DASH-FIL', 'XLM-DASH', 'EOS-DOGE', 'DOGE-FIL', 'XMR-ETC', 'XLM-FIL', 'XLM-LINK', 'XLM-VET']",0.8890867233276367,0.019,100.0
25,2022-06-20,2022-06-24,2021-07-01,2022-06-17,2022-06-17,252,252,5,5,25,21,"['AAVE-BCH', 'AAVE-DASH', 'AAVE-DOGE', 'AAVE-EOS', 'AAVE-FIL', 'BCH-DASH', 'FIL-BCH', 'DOGE-DASH', 'EOS-DASH', 'FIL-DASH', 'XLM-DASH', 'EOS-DOGE', 'FIL-DOGE', 'VET-DOGE', 'XMR-DOGE', 'FIL-EOS', 'XMR-ETC', 'ETH-ZCASH', 'FIL-XLM', 'LINK-XLM', 'VET-XLM']",0.24993419647216797,0.021,100.0
26,2022-06-27,2022-07-01,2021-07-08,2022-06-24,2022-06-24,252,252,5,5,25,24,"['ADA-DASH', 'AAVE-DASH', 'DOGE-AAVE', 'AAVE-EOS', 'AAVE-XMR', 'BCH-DASH', 'BCH-DOGE', 'BCH-EOS', 'DOGE-DASH', 'FIL-DASH', 'DASH-XLM', 'DOGE-EOS', 'DOGE-FIL', 'DOGE-VET', 'DOGE-XLM', 'DOGE-XMR', 'EOS-FIL', 'EOS-XLM', 'ETC-XMR', 'ZCASH-ETH', 'FIL-XLM', 'LINK-XLM', 'LTC-VET', 'VET-XLM']",-0.08257627487182617,0.024,100.0
27,2022-07-04,2022-07-08,2021-07-15,2022-07-01,2022-07-01,252,252,5,5,28,26,"['ADA-FIL', 'DASH-AAVE', 'DOGE-AAVE', 'EOS-AAVE', 'AAVE-XMR', 'DASH-BCH', 'DOGE-BCH', 'EOS-BCH', 'XRP-BCH', 'DOGE-DASH', 'EOS-DASH', 'DASH-FIL', 'DASH-XLM', 'XRP-DASH', 'EOS-DOGE', 'FIL-DOGE', 'VET-DOGE', 'XLM-DOGE', 'EOS-FIL', 'EOS-XLM', 'XRP-EOS', 'ETC-XMR', 'ZCASH-ETH', 'VET-FIL', 'LTC-VET', 'VET-XLM']",-0.4142880439758301,0.026000000000000002,100.0
28,2022-07-11,2022-07-15,2021-07-22,2022-07-08,2022-07-08,252,252,5,5,33,29,"['ADA-DASH', 'ADA-FIL', 'DASH-AAVE', 'DOGE-AAVE', 'EOS-AAVE', 'XMR-AAVE', 'BCH-BTC', 'BCH-DASH', 'BCH-XRP', 'DOGE-DASH', 'EOS-DASH', 'LINK-DASH', 'DASH-XLM', 'DOGE-EOS', 'DOGE-FIL', 'LINK-DOGE', 'DOGE-VET', 'DOGE-XLM', 'DOGE-XRP', 'EOS-FIL', 'EOS-XRP', 'XMR-ETC', 'ZCASH-ETH', 'LINK-FIL', 'FIL-XLM', 'LINK-XLM', 'LTC-VET', 'VET-XLM', 'XLM-XTZ']",-1.7754197120666504,0.029,100.0
29,2022-07-18,2022-07-22,2021-07-29,2022-07-15,2022-07-15,252,252,5,5,31,27,"['ADA-DASH', 'DOGE-ADA', 'ADA-EOS', 'FIL-ADA', 'DASH-AAVE', 'DASH-BCH', 'BCH-XTZ', 'DOGE-DASH', 'DASH-EOS', 'FIL-DASH', 'DASH-LINK', 'DASH-XLM', 'DASH-XRP', 'DASH-XTZ', 'DOGE-EOS', 'FIL-DOGE', 'DOGE-LINK', 'DOGE-VET', 'DOGE-XLM', 'FIL-EOS', 'ETC-XMR', 'ZCASH-ETH', 'FIL-XLM', 'XLM-LINK', 'VET-LTC', 'XLM-VET', 'XLM-XTZ']",-1.191878318786621,0.027,100.0
30,2022-07-25,2022-07-29,2021-08-05,2022-07-22,2022-07-22,252,252,5,5,38,34,"['AAVE-ADA', 'ADA-DASH', 'ADA-EOS', 'FIL-ADA', 'AAVE-DASH', 'AAVE-DOGE', 'AAVE-EOS', 'AAVE-ETC', 'AAVE-XMR', 'AAVE-XRP', 'AAVE-XTZ', 'XRP-BCH', 'DOGE-DASH', 'DASH-EOS', 'FIL-DASH', 'XLM-DASH', 'XRP-DASH', 'DOGE-EOS', 'FIL-DOGE', 'DOGE-VET', 'XLM-DOGE', 'FIL-EOS', 'XRP-EOS', 'XTZ-EOS', 'ZCASH-ETH', 'FIL-XLM', 'FIL-XRP', 'FIL-XTZ', 'XLM-LINK', 'XTZ-LINK', 'LTC-VET', 'XTZ-LTC', 'XLM-VET', 'XTZ-XLM']",-1.2451171875,0.034,100.0
31,2022-08-01,2022-08-05,2021-08-12,2022-07-29,2022-07-29,252,252,5,5,36,34,"['AAVE-ADA', 'ADA-EOS', 'ADA-FIL', 'XTZ-ADA', 'AAVE-BCH', 'AAVE-DASH', 'AAVE-DOGE', 'AAVE-EOS', 'AAVE-FIL', 'AAVE-XMR', 'DASH-BCH', 'XRP-BCH', 'XTZ-BCH', 'DOGE-DASH', 'DASH-EOS', 'DASH-FIL', 'DASH-VET', 'DASH-XLM', 'DASH-XTZ', 'DOGE-EOS', 'DOGE-FIL', 'DOGE-VET', 'DOGE-XLM', 'DOGE-XTZ', 'EOS-XTZ', 'XLM-FIL', 'XTZ-FIL', 'XLM-LINK', 'XTZ-LINK', 'LTC-VET', 'LTC-XTZ', 'XTZ-VET', 'XTZ-XLM', 'XRP-XTZ']",0.5834817886352539,0.034,100.0
32,2022-08-08,2022-08-12,2021-08-19,2022-08-05,2022-08-05,252,252,5,5,36,33,"['ADA-FIL', 'ADA-XTZ', 'DASH-AAVE', 'EOS-AAVE', 'AAVE-FIL', 'XMR-AAVE', 'AAVE-XTZ', 'BCH-DASH', 'BCH-DOGE', 'BCH-XRP', 'BCH-XTZ', 'DASH-DOGE', 'EOS-DASH', 'DASH-FIL', 'DASH-XLM', 'DASH-XTZ', 'EOS-DOGE', 'DOGE-FIL', 'DOGE-LINK', 'DOGE-VET', 'XLM-DOGE', 'DOGE-XTZ', 'EOS-FIL', 'EOS-XTZ', 'ETH-ZCASH', 'FIL-XLM', 'FIL-XTZ', 'LINK-XTZ', 'LTC-VET', 'LTC-XLM', 'VET-XLM', 'XLM-XTZ', 'XRP-XTZ']",0.0699758529663086,0.033,100.0
33,2022-08-15,2022-08-19,2021-08-26,2022-08-12,2022-08-12,252,252,5,5,38,31,"['ADA-EOS', 'ADA-FIL', 'ADA-XTZ', 'EOS-AAVE', 'AAVE-FIL', 'XMR-AAVE', 'BCH-DASH', 'DASH-BTC', 'DASH-DOGE', 'DASH-EOS', 'DASH-FIL', 'DASH-LINK', 'DASH-LTC', 'XLM-DASH', 'DASH-XTZ', 'DOGE-FIL', 'LTC-DOGE', 'VET-DOGE', 'XLM-DOGE', 'EOS-FIL', 'LTC-EOS', 'EOS-XTZ', 'FIL-LINK', 'FIL-VET', 'XLM-FIL', 'XLM-LINK', 'LINK-XTZ', 'LTC-VET', 'XLM-VET', 'VET-XTZ', 'XLM-XTZ']",0.7690906524658203,0.031,100.0
